id,species,common_name,category,mean_lai,lai_min,lai_max,measurement_count,pft,canopy_form,climate,deciduous,tier,tier_source,sources,notes
109105,Gleditsia laevis,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Fabaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109106,Gleditsia caspia,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109107,Gleditsia ferox,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109108,Gleditsia delavayi,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Fabaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109109,Gleditsia javanica,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Fabaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109110,Gleditsia pachycarpa,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109111,Gleditsia macracantha,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109112,Gleditsia koraiensis,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109113,Gleditsia triacantha,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109114,Gleditsia brachycarpa,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109115,Gleditsia microcarpa,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109116,Gleditsia podocarpa,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Fabaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109117,Gleditsia fontanesii,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109118,Gleditsia formosana,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109119,Gleditsia heterophylla,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109120,Gleditsia thorelii,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109121,Gleditsia xylocarpa,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109122,Gleditsia horrida,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109123,Gleditsia inermis,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109124,Gleditsia donensis,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: . PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109125,Gleditsia amorphodes,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Fabaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109126,Gleditsia monosperma,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109127,Gleditsia polysperma,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109128,Gleditsia spinosa,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109129,Gleditsia celebica,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109130,Gleditsia brachycarpos,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Caesalpiniaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109131,Gleditsia meliloba,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109132,Gleditsia officinalis,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109133,Gleditsia caroliniensis,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109134,Gleditsia hebecarpa,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Caesalpiniaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109135,Gleditsia elegans,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109136,Gleditsia indica,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109137,Gleditsia nana,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109138,Gleditsia coccinea,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109139,Gleditsia africana,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Fabaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109140,Gleditsia vestita,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Fabaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109141,Gleditsia latifolia,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109142,Gleditsia flava,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109143,Gleditsia orientalis,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109144,Gleditsia latisiliqua,,Tree,3.8,1.5,6.5,0,TeBD,spreading,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Gleditsia GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109145,Cercis glabra,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Fabaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109146,Cercis chingii,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Fabaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109147,Cercis griffithii,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Fabaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109148,Cercis gigantea,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Caesalpiniaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109149,Cercis occidentalis,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Fabaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109150,Cercis hybr,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Fabaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109151,Cercis racemosa,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Fabaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109152,Cercis chinensis,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Fabaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109153,Cercis canadensis,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: . PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109154,Cercis chuniana,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Fabaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109155,Cercis spec.,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Fabaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109156,Cercis orbiculata,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: FABACEAE. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109157,Cercis pumila,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109158,Cercis pauciflora,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109159,Cercis texensis,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109160,Cercis nephrophylla,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Caesalpiniaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109161,Cercis hebecarpa,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Fabaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109162,Cercis wilcoxiana,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Fabaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109163,Cercis siliquosa,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109164,Cercis truncata,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Fabaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109165,Cercis nevadensis,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Fabaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109166,Cercis eocenica,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Fabaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109167,Cercis florida,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109168,Cercis dilatata,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Caesalpiniaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109169,Cercis parvifolia,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Fabaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109170,Cercis yaltirikii,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109171,Cercis latissima,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Caesalpiniaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109172,Cercis mexicana,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Caesalpiniaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109173,Cercis ellipsoidea,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Caesalpiniaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109174,Cercis spokanensis,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Fabaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109175,Cercis borealis,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Fabaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109176,Cercis pubescens,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109177,Cercis georgiana,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Caesalpiniaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109178,Cercis nitida,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Caesalpiniaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109179,Cercis funiushanensis,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109180,Cercis japonica,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109181,Cercis yunnanensis,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109182,Cercis zhangpuensis,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Fabaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
109183,Cercis reniformis,,Tree,3.8,1.5,6.5,0,TeBD,round,temperate,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Leguminosae. PFT LAI: Bonan (2008) Science 320:1444",Genus Cercis GBIF accepted species. PFT: TeBD. Urban LAI may differ from natural conditions.
