id,species,common_name,category,mean_lai,lai_min,lai_max,measurement_count,pft,canopy_form,climate,deciduous,tier,tier_source,sources,notes
140,Eucalyptus meullerana,,Tree,4.3,3.8,4.8,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
141,Hevea brasiliensis,,Tree,4.27,3.2,5.34,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
142,Quercus robur,,Tree,4.24,2.0,6.33,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
143,Pinus contorta,,Tree,4.2,0.01,35.7,1,TeBD,conical,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
144,Eucalyptus nitens,,Tree,4.15,2.24,7.43,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
145,Quercus coccifera,,Tree,4.15,4.15,4.15,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
146,Cecropia,,Tree,4.13,4.13,4.13,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
147,Picea mariana,,Tree,4.11,1.13,8.97,1,TeBD,conical,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
148,Quercus rubra,,Tree,4.11,2.7,4.9,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
149,Abies sibirica,,Tree,4.1,4.1,4.1,1,TeBD,conical,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
150,Picea engelmannii,,Tree,4.1,4.1,4.1,1,TeBD,conical,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
151,Quercus alba,,Tree,4.0,4.0,4.0,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
152,Zelkovab serrata,,Tree,3.95,3.95,3.95,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
153,Pinus ponderosa,,Tree,3.9,1.02,9.0,1,TeBD,conical,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
154,Pinus pinaster,,Tree,3.9,1.76,14.6,1,TeBD,conical,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
155,Cupressus lusitanica,,Tree,3.85,3.84,3.86,1,TeBD,conical,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
156,Quercus ilex,,Tree,3.84,1.7,6.56,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
157,Eucalyptus maculata,,Tree,3.84,2.78,4.9,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
158,Pinus sylvestris,,Tree,3.83,0.15,14.21,1,TeBD,conical,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
159,Betula aetnensis,,Tree,3.8,3.8,3.8,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
160,Dacrydium cupressinum,,Tree,3.7,3.7,3.7,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
161,Larix cajanderi,,Tree,3.7,3.7,3.7,1,TeBD,conical,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
162,Nothofagus dombeyi,,Tree,3.7,3.7,3.7,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
163,Alnus sp.,,Tree,3.62,3.45,3.8,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
164,Eucalyptus globulus,,Tree,3.57,1.39,6.1,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
165,Eucalyptus microcorys,,Tree,3.56,2.0,5.2,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
166,Marquesia macroura,,Tree,3.47,3.47,3.47,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
167,Quercus pedunculiflora,,Tree,3.43,3.43,3.43,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
168,Larix decidua,,Tree,3.42,1.74,5.1,1,TeBD,conical,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
169,Eucalyptus grandis,,Tree,3.4,2.07,4.15,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
170,Eucalyptus clone (E. grandis *E. urophylla),,Tree,3.4,3.4,3.4,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
171,Betula erumani,,Tree,3.35,3.11,3.59,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
172,Prestoea montana,,Tree,3.3,3.3,3.3,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
173,Pinus canariensis,,Tree,3.26,3.09,3.53,1,TeBD,conical,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
174,Pinus banksiana,,Tree,3.26,1.22,11.0,1,TeBD,conical,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
175,Eucalyptus sieberi,,Tree,3.24,1.96,4.0,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
176,Populus trichocarpa,,Tree,3.23,3.23,3.23,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
177,Pinus cembra,,Tree,3.2,2.5,3.9,1,TeBD,conical,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
178,Salix dasyclados,,Tree,3.2,3.2,3.2,1,TeBD,spreading,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
179,Nothofagus nitida,,Tree,3.2,3.2,3.2,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
180,Combretodendron africanum,,Tree,3.16,3.16,3.16,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
181,Nothofagus betuloides,,Tree,3.15,2.58,3.73,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
182,Betula pendula,,Tree,3.11,0.66,5.34,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
183,Pinus taeda,,Tree,3.08,0.94,5.34,1,TeBD,conical,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
184,Eperua molenillo,,Tree,3.04,3.04,3.04,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
185,Fraxinus pennsylvanica,,Tree,3.0,3.0,3.0,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
186,Picea,,Tree,2.97,2.97,2.97,1,TeBD,conical,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
187,Eucalyptus fastigata,,Tree,2.93,2.93,2.93,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
188,Populus tremula,,Tree,2.91,2.43,4.22,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
189,Quercus liaotungensis,,Tree,2.9,2.9,2.9,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
190,Carapa guianensis,,Tree,2.9,2.9,2.9,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
191,Eucryphia cordifolia,,Tree,2.9,2.1,3.7,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
192,Robinia pseudoacacia,,Tree,2.89,2.89,2.89,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
193,Betula pubescens,,Tree,2.83,0.76,5.12,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
194,Eucalyptus grandis * urophylla (mono clonal),,Tree,2.8,2.4,3.0,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
195,Picea obovata,,Tree,2.8,2.8,2.8,1,TeBD,conical,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
196,Populus tremuloides,,Tree,2.77,0.37,6.6,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
197,Alnus incana,,Tree,2.77,0.62,5.43,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
198,Quercus pubescens,,Tree,2.76,2.54,3.0,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
199,Eucalyptus saligna,,Tree,2.7,1.46,5.18,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
200,Eucalyptus obliqua,,Tree,2.66,1.23,5.4,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
201,Tabebuia rigida,,Tree,2.62,1.99,3.25,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
202,Populus fremontii,,Tree,2.6,2.6,2.6,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
203,Quercus frainetto,,Tree,2.56,2.1,2.8,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
204,Eucalyptus diversicolor,,Tree,2.55,1.3,5.0,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
205,Larix principis-rupprechtii,,Tree,2.54,2.54,2.54,1,TeBD,conical,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
206,Toona ciliata,,Tree,2.5,2.1,2.9,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
207,Pinus caribaea,,Tree,2.5,2.5,2.5,1,TeBD,conical,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
208,Pinus elliottii,,Tree,2.47,2.47,2.47,1,TeBD,conical,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
209,Populus grandidentata,,Tree,2.43,2.43,2.43,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
210,Populus davidiana,,Tree,2.37,2.37,2.37,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
211,Quercus pyrenaica,,Tree,2.35,1.8,3.4,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
212,Eucalyptus grandis hybrids,,Tree,2.3,2.3,2.3,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
213,Betula platyphylla,,Tree,2.3,1.1,3.5,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
214,Pinus patula,,Tree,2.29,2.13,2.46,1,TeBD,conical,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
215,Eucalyptus grandis * camaldulensis hybrid,,Tree,2.29,1.18,3.95,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
216,Pinus tabulaeformis,,Tree,2.28,2.28,2.28,1,TeBD,conical,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
217,Nothofagus glauca,,Tree,2.27,2.06,2.63,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
218,Betula,,Tree,2.27,2.27,2.27,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
219,Salix viminalis,,Tree,2.2,1.9,2.5,1,TeBD,spreading,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
220,Eucalyptus calophylla,,Tree,2.1,1.9,2.3,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
221,Weinmannia trichosperma,,Tree,2.1,2.1,2.1,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
222,Nothofagus pumilio,,Tree,2.07,1.19,2.9,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
223,Eucalyptus marginata,,Tree,2.04,0.85,4.0,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
224,Populus canadensis Moench (clone I-214),,Tree,2.02,2.02,2.02,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
225,Nothofagus antarctica,,Tree,2.0,0.75,4.7,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
226,Larix gmelinii,,Tree,2.0,1.03,5.7,1,TeBD,conical,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
227,Eucalyptus camaldulensis,,Tree,2.0,0.28,3.58,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
228,Populus spp,,Tree,1.96,1.96,1.96,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
229,Eucalyptus cypellocarpa,,Tree,1.95,1.95,1.95,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
230,Pinus mugo,,Tree,1.9,1.9,1.9,1,TeBD,conical,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
231,Abies faxoniana,,Tree,1.9,1.9,1.9,1,TeBD,conical,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
232,Pinus sibirica,,Tree,1.89,1.89,1.89,1,TeBD,conical,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
233,Eucalyptus delegatensis,,Tree,1.8,1.5,2.11,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
234,Eucalyptus dives,,Tree,1.8,1.8,1.8,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
235,Podocarpus falcatus,,Tree,1.78,1.78,1.78,1,TeBD,conical,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
236,Qualea grandiflora,,Tree,1.76,0.73,3.04,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
237,Pinus yunnanensis,,Tree,1.75,1.7,1.8,1,TeBD,conical,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
238,Taxodium distichum,,Tree,1.7,0.5,2.9,1,TeBD,conical,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
239,Scaphium macropodum,,Tree,1.68,1.68,1.68,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
240,Diospyros fusiformis,,Tree,1.65,1.65,1.65,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
241,Eucalyptus,,Tree,1.58,0.01,4.4,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
242,Betula nana,,Tree,1.54,0.97,2.64,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
243,Litsea lancifolia,,Tree,1.51,1.51,1.51,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
244,Picea purpurea,,Tree,1.5,1.5,1.5,1,TeBD,conical,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
245,Urophyllum griffithianum,,Tree,1.43,1.43,1.43,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
246,Pinus halepensis,,Tree,1.43,1.15,1.8,1,TeBD,conical,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
247,Scaphium longipetiolatum,,Tree,1.38,1.38,1.38,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
248,Aporusa grandistipula,,Tree,1.32,1.32,1.32,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
249,Urophyllum glabrum,,Tree,1.28,1.28,1.28,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
250,Litsea accedens,,Tree,1.23,1.23,1.23,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
251,Qualea parviflora,,Tree,1.16,0.68,2.07,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
252,Eucalyptus radiata,,Tree,1.13,1.13,1.13,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
253,Shorea multiflora,,Tree,1.13,1.13,1.13,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
254,Eucalyptus ovata,,Tree,1.08,1.08,1.08,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
255,Eucalyptus sp.,,Tree,0.99,0.36,2.31,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
256,Eucalyptus viminalis,,Tree,0.99,0.99,0.99,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
257,Shorea falciferoides,,Tree,0.99,0.99,0.99,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
258,Dipterocarpus applanatus,,Tree,0.97,0.97,0.97,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
259,Eucalyptus luecoxylon,,Tree,0.95,0.95,0.95,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
260,Shorea xanthophylla,,Tree,0.87,0.87,0.87,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
261,Eucalyptus dumosa,,Tree,0.85,0.6,1.21,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
262,Eucalyptus pauciflora,,Tree,0.85,0.85,0.85,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
263,Quercus douglasii,,Tree,0.83,0.83,0.83,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
264,Shorea leprosula,,Tree,0.82,0.82,0.82,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
265,Dipterocarpus grandiflorus,,Tree,0.8,0.8,0.8,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
266,Larix laricina,,Tree,0.75,0.38,1.0,1,TeBD,conical,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
267,Eucalyptus bridgesiana,,Tree,0.72,0.72,0.72,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
268,Diospyros curranii,,Tree,0.7,0.7,0.7,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
269,Eucalyptus porosa,,Tree,0.69,0.69,0.69,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
270,Eucalyptus stellulata,,Tree,0.66,0.66,0.66,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
271,Eucalyptus fasciculosa,,Tree,0.59,0.44,0.75,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
272,Dipterocarpus acutangulus,,Tree,0.57,0.57,0.57,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
273,Eucalyptus socialis,,Tree,0.56,0.45,0.67,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
274,Betula glandulosa,,Tree,0.52,0.52,0.52,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
275,Dipterocarpus caudiferus,,Tree,0.26,0.26,0.26,1,TeBD,round,tropical,FALSE,2,ORNL_TRY_Measured,TRY,Natural/plantation context. Urban LAI may be 30-60% lower.
276,Morella cerifera,,Shrub,9.75,6.7,12.5,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
277,Rhododendron maximum,,Shrub,8.36,8.36,8.36,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
278,Ilex aquifolium,,Shrub,6.1,5.6,6.6,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
279,Leiophyllum lyoni,,Shrub,3.1,3.1,3.1,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
280,Arbutus unedo,,Shrub,3.05,3.05,3.05,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
281,Atriplex canescens,,Shrub,2.99,2.99,2.99,1,TeBD,round,temperate,FALSE,2,ORNL_TRY_Measured,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.
