id,species,accepted_name,gbif_taxon_key,family,order,common_name,growth_form,landscape_category,leaf_phenology,native_region,native_koppen,lai_mean,lai_min,lai_max,lai_sd,lai_n,lai_method,lai_context,lai_measurement_koppen,pft,tier,tier_source,urban_context,sources,notes,entry_date,data_version,ai_assisted,ai_model
11374,Bruguiera capensis,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Bruguiera GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11375,Bruguiera caryophyllaeoides,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Bruguiera GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11376,Bruguiera caryophylloides,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Bruguiera GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11377,Bruguiera cylindrica,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Bruguiera GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11378,Bruguiera decandra,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Bruguiera GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11379,Bruguiera decangulata,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Bruguiera GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11380,Bruguiera dungarra,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Bruguiera GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11381,Bruguiera eriopetala,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Bruguiera GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11382,Bruguiera exaristata,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Bruguiera GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11383,Bruguiera gymnorhiza,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Bruguiera GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11384,Bruguiera gymnorrhiza,,,,,Large-leafed Orange Mangrove,mangrove,Mangrove,evergreen,,"Af,Am,Aw",3.5,2.0,5.0,,0,PFT-inferred,inferred,,ManGC,4,PFT_Mean,UNKNOWN,PFT mean: Mangrove. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT Mangrove; Bruguiera in DB,2026-05-25,1.0.0,FALSE,
11385,Bruguiera hainesii,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Bruguiera GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11386,Bruguiera littorea,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Bruguiera GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11387,Bruguiera madagascariensis,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Bruguiera GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11388,Bruguiera malabarica,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Bruguiera GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11389,Bruguiera nemorosa,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Bruguiera GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11390,Bruguiera nubicola,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Bruguiera GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11391,Bruguiera obtusa,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Bruguiera GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11392,Bruguiera oxyphylla,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Bruguiera GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11393,Bruguiera parietosa,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Bruguiera GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11394,Bruguiera parviflora,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Bruguiera GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11395,Bruguiera rhedii,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Bruguiera GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11396,Bruguiera rheedei,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Bruguiera GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11397,Bruguiera rhynchopetala,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Bruguiera GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11398,Bruguiera ritchiei,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Bruguiera GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11399,Bruguiera rumphii,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Bruguiera GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11400,Bruguiera sexangula,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Bruguiera GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11401,Bruguiera sexangularis,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Bruguiera GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11402,Bruguiera timoriensis,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Bruguiera GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11403,Bruguiera wightii,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Bruguiera GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11404,Bruguiera zippelii,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Bruguiera GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11405,Ceriops australis,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Ceriops GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11406,Ceriops boviniana,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Ceriops GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11407,Ceriops candolleana,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Ceriops GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11408,Ceriops cantiensis,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Ceriops GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11409,Ceriops decandra,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Ceriops GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11410,Ceriops forsteniana,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Ceriops GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11411,Ceriops globulifera,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Ceriops GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11412,Ceriops lucida,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Ceriops GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11413,Ceriops mossambicensis,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Ceriops GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11414,Ceriops pauciflora,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Ceriops GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11415,Ceriops pseudodecanda,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Ceriops GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11416,Ceriops pseudodecandra,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Ceriops GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11417,Ceriops roxburghiana,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Ceriops GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11418,Ceriops somalensis,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Ceriops GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11419,Ceriops sp.Kdais,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Ceriops GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11420,Ceriops tagal,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Ceriops GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11421,Ceriops timorensis,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Ceriops GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11422,Ceriops timoriensis,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Ceriops GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11423,Ceriops zippeliana,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Rhizophoraceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Ceriops GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11424,Laguncularia coccinea,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Laguncularia GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11425,Laguncularia glabriflora,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Laguncularia GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11426,Laguncularia haenkei,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Laguncularia GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11427,Laguncularia lutea,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Laguncularia GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11428,Laguncularia martii,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Laguncularia GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
11429,Laguncularia obovata,,,,,,mangrove,Mangrove,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Laguncularia GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.0.0,TRUE,claude-sonnet-4-6
